24245	PDDA241产前	PDDA241		里布	四面弹里布	白色	0.9200000166893005	10	1	0.9200000166893005	
24246	JQ1616-1	JQ1616	鑫达布行	面料	鑫达布行	3#肉色	0.07999999821186066	15	1	0.07999999821186066	
24246	JQ1616-1	JQ1616	针织 潮新布行	里布	针织布	4#粉色	0.2199999988079071	10	1	0.2199999988079071	
24246	JQ1616-1	JQ1616	华顺橡筋	辅料	透明带1/4		1	10	1	1	
24246	JQ1616-1	JQ1616	利泰辅料	辅料	排排扣	单个（三个）	3	3	1	3	
24247	JQ1617-1	JQ1617	鑫达布行	面料	鑫达布行	3#肉色	0.07999999821186066	15	1	0.07999999821186066	
24247	JQ1617-1	JQ1617	针织 潮新布行	里布	针织布	4#粉色	0.2199999988079071	10	1	0.2199999988079071	
24247	JQ1617-1	JQ1617	华顺橡筋	辅料	透明带1/4		1	10	1	1	
24247	JQ1617-1	JQ1617	利泰辅料	辅料	排排扣	单个（三个）	3	3	1	3	
24251	JQ1526-2	JQ1526	鸿利纺织	主面料	鸿利纺织	深蓝色	0.6800000071525574	15	1	0.6800000071525574	
24251	JQ1526-2	JQ1526	鸿利纺织	面料	鸿利纺织	浅蓝色	0.25999999046325684	15	1	0.25999999046325684	
24251	JQ1526-2	JQ1526	前卫衬朴	辅料	针织朴	白色	0.15000000596046448	10	1	0.15000000596046448	
24251	JQ1526-2	JQ1526	东莞市虎门永恒拉链厂	辅料	3号隐形拉链	配主布颜色	1	3	1	1	
24251	JQ1526-2	JQ1526	凯凌增原辅料	辅料	日字扣	2寸宽（染深蓝色）	1	3	1	1	
